distance,baseline,candidate,grade,curvature
1023.7588430595824,-20.21051487701228,-20.21051487701228,0.12804947603333972,0.006078681258871605
1025.7588430595824,-19.95082230455664,-19.95082230455664,0.13811991181580519,0.00440634038489838
1027.7588430595824,-19.64848659190617,-19.64848659190617,0.1292496860729453,-0.005490536510842993
1029.7588430595824,-19.362078415637992,-19.362078415637992,0.11530431125165652,-0.01562813089270186
1031.7588430595824,-19.176517388428717,-19.176517388428717,0.1113802469368319,-0.0032454476607486414
1033.7588430595824,-19.02838781454339,-19.02838781454339,0.14529819111990472,0.029983285515145407
1035.7588430595824,-18.757444616411515,-18.757444616411515,0.21026965478670645,0.04943614910214683
1037.7588430595824,-18.199692886678754,-18.199692886678754,0.26287414442431833,0.025194120683154606
1039.7588430595824,-17.494360150135066,-17.494360150135066,0.2711746075755994,-0.020046850447096858
1041.7588430595824,-16.925394659148843,-16.925394659148843,0.22816613802956187,-0.04189076074704858
1043.7588430595824,-16.58804775580672,-16.58804775580672,0.15608546170364068,-0.0339964167591368
1045.7588430595824,-16.37436378244226,-16.37436378244226,0.11029374538843761,-0.013485175203474394
1047.7588430595824,-16.24567645650594,-16.24567645650594,0.10202503074232916,0.008089468627310997
1049.7588430595824,-16.043044696041342,-16.043044696041342,0.10355501376592757,0.01019814029323779
1051.7588430595824,-15.771847509868087,-15.771847509868087,0.10865715180409641,-0.004814528060918324
1053.7588430595824,-15.545923672314839,-15.545923672314839,0.08717746265300086,-0.018341904628391657
1055.7588430595824,-15.376419242073169,-15.376419242073169,0.04348991936137914,-0.02760521912064595
1057.7588430595824,-15.345624994817335,-15.345624994817335,0.010761079724357137,-0.019653380909246704
1059.7588430595824,-15.423928154977053,-15.423928154977053,0.005607857818985096,0.00874213063454069
1061.7588430595824,-15.459835034519982,-15.459835034519982,0.032111442331645534,0.030285121540227194
1063.7588430595824,-15.331556379521288,-15.331556379521288,0.07859080575067767,0.02749381409840651
1065.7588430595824,-15.08873345616417,-15.08873345616417,0.13306658716835984,0.01962213075855808
1067.7588430595824,-14.795201708971632,-14.795201708971632,0.14839913429282214,0.006925214672082473
1069.7588430595824,-14.395302337173103,-14.395302337173103,0.13090365869465037,-0.0206929052057566
1071.7588430595824,-14.144363305178711,-14.144363305178711,0.11034743959656756,-0.025710063960657684
1073.7588430595824,-14.041504186606968,-14.041504186606968,0.06231778342474348,-0.012990132798239643
